dockey,control_id,control_name,mapping_type,technique_id,technique_name,mapping_description
2087,AC-4,Information Flow Enforcement,mitigates,T1565,Data Manipulation,
2088,AC-4,Information Flow Enforcement,mitigates,T1565.003,Runtime Data Manipulation,
2089,CM-6,Configuration Settings,mitigates,T1565.003,Runtime Data Manipulation,
2090,CM-7,Least Functionality,mitigates,T1565,Data Manipulation,
2091,CM-7,Least Functionality,mitigates,T1565.003,Runtime Data Manipulation,
2092,AC-4,Information Flow Enforcement,mitigates,T1571,Non-Standard Port,
2093,CM-6,Configuration Settings,mitigates,T1571,Non-Standard Port,
2094,CM-7,Least Functionality,mitigates,T1571,Non-Standard Port,
2095,SC-7,Boundary Protection,mitigates,T1571,Non-Standard Port,
2096,AC-4,Information Flow Enforcement,mitigates,T1602,Data from Configuration Repository,
2097,AC-4,Information Flow Enforcement,mitigates,T1602.002,Network Device Configuration Dump,
2098,AC-4,Information Flow Enforcement,mitigates,T1602.001,SNMP (MIB Dump),
2099,CM-6,Configuration Settings,mitigates,T1602,Data from Configuration Repository,
2100,CM-6,Configuration Settings,mitigates,T1602.002,Network Device Configuration Dump,
2101,CM-6,Configuration Settings,mitigates,T1602.001,SNMP (MIB Dump),
2102,CM-7,Least Functionality,mitigates,T1602,Data from Configuration Repository,
2103,CM-7,Least Functionality,mitigates,T1602.002,Network Device Configuration Dump,
2104,CM-7,Least Functionality,mitigates,T1602.001,SNMP (MIB Dump),
2105,SC-7,Boundary Protection,mitigates,T1602,Data from Configuration Repository,
2106,SC-7,Boundary Protection,mitigates,T1602.002,Network Device Configuration Dump,
2107,SC-7,Boundary Protection,mitigates,T1602.001,SNMP (MIB Dump),
2108,CA-7,Continuous Monitoring,mitigates,T1001,Data Obfuscation,
2109,CA-7,Continuous Monitoring,mitigates,T1001.001,Junk Data,
2110,CA-7,Continuous Monitoring,mitigates,T1001.003,Protocol Impersonation,
2111,CA-7,Continuous Monitoring,mitigates,T1001.002,Steganography,
2112,AC-4,Information Flow Enforcement,mitigates,T1001,Data Obfuscation,
2113,AC-4,Information Flow Enforcement,mitigates,T1001.001,Junk Data,
2114,AC-4,Information Flow Enforcement,mitigates,T1001.003,Protocol Impersonation,
2115,AC-4,Information Flow Enforcement,mitigates,T1001.002,Steganography,
2116,SI-3,Malicious Code Protection,mitigates,T1001,Data Obfuscation,
2117,SI-3,Malicious Code Protection,mitigates,T1001.001,Junk Data,
2118,SI-3,Malicious Code Protection,mitigates,T1001.003,Protocol Impersonation,
2119,SI-3,Malicious Code Protection,mitigates,T1001.002,Steganography,
2120,SI-4,Information System Monitoring,mitigates,T1001,Data Obfuscation,
2121,SI-4,Information System Monitoring,mitigates,T1001.001,Junk Data,
2122,SI-4,Information System Monitoring,mitigates,T1001.003,Protocol Impersonation,
2123,SI-4,Information System Monitoring,mitigates,T1001.002,Steganography,
2124,CM-2,Baseline Configuration,mitigates,T1001,Data Obfuscation,
2125,CM-2,Baseline Configuration,mitigates,T1001.001,Junk Data,
2126,CM-2,Baseline Configuration,mitigates,T1001.003,Protocol Impersonation,
2127,CM-2,Baseline Configuration,mitigates,T1001.002,Steganography,
2128,CM-6,Configuration Settings,mitigates,T1001,Data Obfuscation,
2129,CM-6,Configuration Settings,mitigates,T1001.001,Junk Data,
2130,CM-6,Configuration Settings,mitigates,T1001.003,Protocol Impersonation,
2131,CM-6,Configuration Settings,mitigates,T1001.002,Steganography,
2132,SC-7,Boundary Protection,mitigates,T1001,Data Obfuscation,
2133,SC-7,Boundary Protection,mitigates,T1001.001,Junk Data,
2134,SC-7,Boundary Protection,mitigates,T1001.003,Protocol Impersonation,
2135,SC-7,Boundary Protection,mitigates,T1001.002,Steganography,
2136,CM-2,Baseline Configuration,mitigates,T1008,Fallback Channels,
2137,CM-6,Configuration Settings,mitigates,T1008,Fallback Channels,
2138,CM-7,Least Functionality,mitigates,T1008,Fallback Channels,
2139,CA-7,Continuous Monitoring,mitigates,T1008,Fallback Channels,
2140,AC-4,Information Flow Enforcement,mitigates,T1008,Fallback Channels,
2141,SI-3,Malicious Code Protection,mitigates,T1008,Fallback Channels,
2142,SI-4,Information System Monitoring,mitigates,T1008,Fallback Channels,
2143,SC-7,Boundary Protection,mitigates,T1008,Fallback Channels,
2144,CM-2,Baseline Configuration,mitigates,T1029,Scheduled Transfer,
2145,CM-6,Configuration Settings,mitigates,T1029,Scheduled Transfer,
2146,CA-7,Continuous Monitoring,mitigates,T1029,Scheduled Transfer,
2147,AC-4,Information Flow Enforcement,mitigates,T1029,Scheduled Transfer,
2148,SI-3,Malicious Code Protection,mitigates,T1029,Scheduled Transfer,
2149,SI-4,Information System Monitoring,mitigates,T1029,Scheduled Transfer,
2150,SC-7,Boundary Protection,mitigates,T1029,Scheduled Transfer,
2151,CA-7,Continuous Monitoring,mitigates,T1030,Data Transfer Size Limits,
2152,AC-4,Information Flow Enforcement,mitigates,T1030,Data Transfer Size Limits,
2153,SI-3,Malicious Code Protection,mitigates,T1030,Data Transfer Size Limits,
2154,SI-4,Information System Monitoring,mitigates,T1030,Data Transfer Size Limits,
2155,CM-2,Baseline Configuration,mitigates,T1030,Data Transfer Size Limits,
2156,CM-6,Configuration Settings,mitigates,T1030,Data Transfer Size Limits,
2157,SC-7,Boundary Protection,mitigates,T1030,Data Transfer Size Limits,
2158,CA-7,Continuous Monitoring,mitigates,T1041,Exfiltration Over C2 Channel,
2159,AC-4,Information Flow Enforcement,mitigates,T1041,Exfiltration Over C2 Channel,
2160,SI-3,Malicious Code Protection,mitigates,T1041,Exfiltration Over C2 Channel,
2161,SI-4,Information System Monitoring,mitigates,T1041,Exfiltration Over C2 Channel,
2162,SC-7,Boundary Protection,mitigates,T1041,Exfiltration Over C2 Channel,
2163,CM-2,Baseline Configuration,mitigates,T1046,Network Service Scanning,
2164,CA-7,Continuous Monitoring,mitigates,T1046,Network Service Scanning,
2165,SI-3,Malicious Code Protection,mitigates,T1046,Network Service Scanning,
2166,SI-4,Information System Monitoring,mitigates,T1046,Network Service Scanning,
2167,CA-7,Continuous Monitoring,mitigates,T1573.002,Asymmetric Cryptography,
2168,CA-7,Continuous Monitoring,mitigates,T1573,Encrypted Channel,
2169,CA-7,Continuous Monitoring,mitigates,T1573.001,Symmetric Cryptography,
2170,AC-4,Information Flow Enforcement,mitigates,T1573.002,Asymmetric Cryptography,
2171,AC-4,Information Flow Enforcement,mitigates,T1573,Encrypted Channel,
2172,AC-4,Information Flow Enforcement,mitigates,T1573.001,Symmetric Cryptography,
2173,SI-3,Malicious Code Protection,mitigates,T1573.002,Asymmetric Cryptography,
2174,SI-3,Malicious Code Protection,mitigates,T1573,Encrypted Channel,
2175,SI-3,Malicious Code Protection,mitigates,T1573.001,Symmetric Cryptography,
2176,SI-4,Information System Monitoring,mitigates,T1573.002,Asymmetric Cryptography,
2177,SI-4,Information System Monitoring,mitigates,T1573,Encrypted Channel,
2178,SI-4,Information System Monitoring,mitigates,T1573.001,Symmetric Cryptography,
2179,SC-7,Boundary Protection,mitigates,T1573.002,Asymmetric Cryptography,
2180,SC-7,Boundary Protection,mitigates,T1573,Encrypted Channel,
2181,SC-7,Boundary Protection,mitigates,T1573.001,Symmetric Cryptography,
2182,SC-12,Cryptographic Key Establishment And Management,mitigates,T1573.002,Asymmetric Cryptography,
2183,SC-12,Cryptographic Key Establishment And Management,mitigates,T1573,Encrypted Channel,
2184,SC-12,Cryptographic Key Establishment And Management,mitigates,T1573.001,Symmetric Cryptography,
2185,SC-16,Transmission Of Security Attributes,mitigates,T1573.002,Asymmetric Cryptography,
2186,SC-16,Transmission Of Security Attributes,mitigates,T1573,Encrypted Channel,
2187,SC-16,Transmission Of Security Attributes,mitigates,T1573.001,Symmetric Cryptography,
2188,SC-23,Session Authenticity,mitigates,T1573.002,Asymmetric Cryptography,
2189,SC-23,Session Authenticity,mitigates,T1573,Encrypted Channel,
2190,SC-23,Session Authenticity,mitigates,T1573.001,Symmetric Cryptography,
2191,CM-2,Baseline Configuration,mitigates,T1573.002,Asymmetric Cryptography,
2192,CM-2,Baseline Configuration,mitigates,T1573,Encrypted Channel,
2193,CM-2,Baseline Configuration,mitigates,T1573.001,Symmetric Cryptography,
2194,CM-6,Configuration Settings,mitigates,T1573.002,Asymmetric Cryptography,
2195,CM-6,Configuration Settings,mitigates,T1573,Encrypted Channel,
2196,CM-6,Configuration Settings,mitigates,T1573.001,Symmetric Cryptography,
2197,CM-7,Least Functionality,mitigates,T1573.002,Asymmetric Cryptography,
2198,CM-7,Least Functionality,mitigates,T1573,Encrypted Channel,
2199,CM-7,Least Functionality,mitigates,T1573.001,Symmetric Cryptography,
2200,CA-7,Continuous Monitoring,mitigates,T1048,Exfiltration Over Alternative Protocol,
2201,CA-7,Continuous Monitoring,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,
2202,CA-7,Continuous Monitoring,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,
2203,CA-7,Continuous Monitoring,mitigates,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,
2204,SI-3,Malicious Code Protection,mitigates,T1048,Exfiltration Over Alternative Protocol,
2205,SI-3,Malicious Code Protection,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,
2206,SI-3,Malicious Code Protection,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,
2207,SI-3,Malicious Code Protection,mitigates,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,
2208,SI-4,Information System Monitoring,mitigates,T1048,Exfiltration Over Alternative Protocol,
2209,SI-4,Information System Monitoring,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,
2210,SI-4,Information System Monitoring,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,
2211,SI-4,Information System Monitoring,mitigates,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,
2212,CM-2,Baseline Configuration,mitigates,T1048,Exfiltration Over Alternative Protocol,
2213,CM-2,Baseline Configuration,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,
2214,CM-2,Baseline Configuration,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,
2215,CM-2,Baseline Configuration,mitigates,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,
2216,CM-2,Baseline Configuration,mitigates,T1071,Application Layer Protocol,
2217,CM-2,Baseline Configuration,mitigates,T1071.004,DNS,
2218,CM-2,Baseline Configuration,mitigates,T1071.002,File Transfer Protocols,
2219,CM-2,Baseline Configuration,mitigates,T1071.003,Mail Protocols,
2220,CM-2,Baseline Configuration,mitigates,T1071.001,Web Protocols,
2221,CM-6,Configuration Settings,mitigates,T1071,Application Layer Protocol,
2222,CM-6,Configuration Settings,mitigates,T1071.004,DNS,
2223,CM-6,Configuration Settings,mitigates,T1071.002,File Transfer Protocols,
2224,CM-6,Configuration Settings,mitigates,T1071.003,Mail Protocols,
2225,CM-6,Configuration Settings,mitigates,T1071.001,Web Protocols,
2226,CM-7,Least Functionality,mitigates,T1071,Application Layer Protocol,
2227,CM-7,Least Functionality,mitigates,T1071.004,DNS,
2228,CM-7,Least Functionality,mitigates,T1071.002,File Transfer Protocols,
2229,CM-7,Least Functionality,mitigates,T1071.003,Mail Protocols,
2230,CM-7,Least Functionality,mitigates,T1071.001,Web Protocols,
2231,SC-7,Boundary Protection,mitigates,T1071,Application Layer Protocol,
2232,SC-7,Boundary Protection,mitigates,T1071.004,DNS,
2233,SC-7,Boundary Protection,mitigates,T1071.002,File Transfer Protocols,
2234,SC-7,Boundary Protection,mitigates,T1071.003,Mail Protocols,
2235,SC-7,Boundary Protection,mitigates,T1071.001,Web Protocols,
2236,SC-10,Network Disconnect,mitigates,T1071,Application Layer Protocol,
2237,SC-10,Network Disconnect,mitigates,T1071.004,DNS,
2238,SC-10,Network Disconnect,mitigates,T1071.002,File Transfer Protocols,
2239,SC-10,Network Disconnect,mitigates,T1071.003,Mail Protocols,
2240,SC-10,Network Disconnect,mitigates,T1071.001,Web Protocols,
2241,SC-20,Secure Name / Address Resolution Service (Authoritative Source),mitigates,T1071,Application Layer Protocol,
2242,SC-20,Secure Name / Address Resolution Service (Authoritative Source),mitigates,T1071.004,DNS,
2243,SC-20,Secure Name / Address Resolution Service (Authoritative Source),mitigates,T1071.002,File Transfer Protocols,
2244,SC-20,Secure Name / Address Resolution Service (Authoritative Source),mitigates,T1071.003,Mail Protocols,
2245,SC-20,Secure Name / Address Resolution Service (Authoritative Source),mitigates,T1071.001,Web Protocols,
2246,SC-21,Secure Name / Address Resolution Service (Recursive Or Caching Resolver),mitigates,T1071,Application Layer Protocol,
2247,SC-21,Secure Name / Address Resolution Service (Recursive Or Caching Resolver),mitigates,T1071.004,DNS,
2248,SC-21,Secure Name / Address Resolution Service (Recursive Or Caching Resolver),mitigates,T1071.002,File Transfer Protocols,
2249,SC-21,Secure Name / Address Resolution Service (Recursive Or Caching Resolver),mitigates,T1071.003,Mail Protocols,
2250,SC-21,Secure Name / Address Resolution Service (Recursive Or Caching Resolver),mitigates,T1071.001,Web Protocols,
2251,SC-22,Architecture And Provisioning For Name / Address Resolution Service,mitigates,T1071,Application Layer Protocol,
2252,SC-22,Architecture And Provisioning For Name / Address Resolution Service,mitigates,T1071.004,DNS,
2253,SC-22,Architecture And Provisioning For Name / Address Resolution Service,mitigates,T1071.002,File Transfer Protocols,
2254,SC-22,Architecture And Provisioning For Name / Address Resolution Service,mitigates,T1071.003,Mail Protocols,
2255,SC-22,Architecture And Provisioning For Name / Address Resolution Service,mitigates,T1071.001,Web Protocols,
2256,SC-23,Session Authenticity,mitigates,T1071,Application Layer Protocol,
2257,SC-23,Session Authenticity,mitigates,T1071.004,DNS,
2258,SC-23,Session Authenticity,mitigates,T1071.002,File Transfer Protocols,
2259,SC-23,Session Authenticity,mitigates,T1071.003,Mail Protocols,
2260,SC-23,Session Authenticity,mitigates,T1071.001,Web Protocols,
2261,SC-31,Covert Channel Analysis,mitigates,T1071,Application Layer Protocol,
2262,SC-31,Covert Channel Analysis,mitigates,T1071.004,DNS,
2263,SC-31,Covert Channel Analysis,mitigates,T1071.002,File Transfer Protocols,
2264,SC-31,Covert Channel Analysis,mitigates,T1071.003,Mail Protocols,
2265,SC-31,Covert Channel Analysis,mitigates,T1071.001,Web Protocols,
2266,SC-37,Out-Of-Band Channels,mitigates,T1071,Application Layer Protocol,
2267,SC-37,Out-Of-Band Channels,mitigates,T1071.004,DNS,
2268,SC-37,Out-Of-Band Channels,mitigates,T1071.002,File Transfer Protocols,
2269,SC-37,Out-Of-Band Channels,mitigates,T1071.003,Mail Protocols,
2270,SC-37,Out-Of-Band Channels,mitigates,T1071.001,Web Protocols,
2271,SI-3,Malicious Code Protection,mitigates,T1071,Application Layer Protocol,
2272,SI-3,Malicious Code Protection,mitigates,T1071.004,DNS,
2273,SI-3,Malicious Code Protection,mitigates,T1071.002,File Transfer Protocols,
2274,SI-3,Malicious Code Protection,mitigates,T1071.003,Mail Protocols,
2275,SI-3,Malicious Code Protection,mitigates,T1071.001,Web Protocols,
2276,SI-4,Information System Monitoring,mitigates,T1071,Application Layer Protocol,
2277,SI-4,Information System Monitoring,mitigates,T1071.004,DNS,
2278,SI-4,Information System Monitoring,mitigates,T1071.002,File Transfer Protocols,
2279,SI-4,Information System Monitoring,mitigates,T1071.003,Mail Protocols,
2280,SI-4,Information System Monitoring,mitigates,T1071.001,Web Protocols,
2281,CA-7,Continuous Monitoring,mitigates,T1071,Application Layer Protocol,
2282,CA-7,Continuous Monitoring,mitigates,T1071.004,DNS,
2283,CA-7,Continuous Monitoring,mitigates,T1071.002,File Transfer Protocols,
2284,CA-7,Continuous Monitoring,mitigates,T1071.003,Mail Protocols,
2285,CA-7,Continuous Monitoring,mitigates,T1071.001,Web Protocols,
2286,AC-4,Information Flow Enforcement,mitigates,T1071,Application Layer Protocol,
2287,AC-4,Information Flow Enforcement,mitigates,T1071.004,DNS,
2288,AC-4,Information Flow Enforcement,mitigates,T1071.002,File Transfer Protocols,
2289,AC-4,Information Flow Enforcement,mitigates,T1071.003,Mail Protocols,
2290,AC-4,Information Flow Enforcement,mitigates,T1071.001,Web Protocols,
2291,CM-2,Baseline Configuration,mitigates,T1090.002,External Proxy,
2292,CM-2,Baseline Configuration,mitigates,T1090.001,Internal Proxy,
2293,CM-2,Baseline Configuration,mitigates,T1090,Proxy,
2294,CM-6,Configuration Settings,mitigates,T1090.002,External Proxy,
2295,CM-6,Configuration Settings,mitigates,T1090.001,Internal Proxy,
2296,CM-6,Configuration Settings,mitigates,T1090,Proxy,
2297,CM-7,Least Functionality,mitigates,T1090.002,External Proxy,
2298,CM-7,Least Functionality,mitigates,T1090.001,Internal Proxy,
2299,CM-7,Least Functionality,mitigates,T1090,Proxy,
2300,CA-7,Continuous Monitoring,mitigates,T1090.002,External Proxy,
2301,CA-7,Continuous Monitoring,mitigates,T1090.001,Internal Proxy,
2302,CA-7,Continuous Monitoring,mitigates,T1090,Proxy,
2303,AC-4,Information Flow Enforcement,mitigates,T1090.002,External Proxy,
2304,AC-4,Information Flow Enforcement,mitigates,T1090.001,Internal Proxy,
2305,AC-4,Information Flow Enforcement,mitigates,T1090,Proxy,
2306,SI-3,Malicious Code Protection,mitigates,T1090.002,External Proxy,
2307,SI-3,Malicious Code Protection,mitigates,T1090.001,Internal Proxy,
2308,SI-3,Malicious Code Protection,mitigates,T1090,Proxy,
2309,SI-4,Information System Monitoring,mitigates,T1090.002,External Proxy,
2310,SI-4,Information System Monitoring,mitigates,T1090.001,Internal Proxy,
2311,SI-4,Information System Monitoring,mitigates,T1090,Proxy,
2312,SC-7,Boundary Protection,mitigates,T1090.002,External Proxy,
2313,SC-7,Boundary Protection,mitigates,T1090.001,Internal Proxy,
2314,SC-7,Boundary Protection,mitigates,T1090,Proxy,
2315,CM-2,Baseline Configuration,mitigates,T1095,Non-Application Layer Protocol,
2316,CA-7,Continuous Monitoring,mitigates,T1095,Non-Application Layer Protocol,
2317,SI-3,Malicious Code Protection,mitigates,T1095,Non-Application Layer Protocol,
2318,SI-4,Information System Monitoring,mitigates,T1095,Non-Application Layer Protocol,
2319,CM-7,Least Functionality,mitigates,T1102.002,Bidirectional Communication,
2320,CM-7,Least Functionality,mitigates,T1102.001,Dead Drop Resolver,
2321,CM-7,Least Functionality,mitigates,T1102.003,One-Way Communication,
2322,CM-7,Least Functionality,mitigates,T1102,Web Service,
2323,CA-7,Continuous Monitoring,mitigates,T1102.002,Bidirectional Communication,
2324,CA-7,Continuous Monitoring,mitigates,T1102.001,Dead Drop Resolver,
2325,CA-7,Continuous Monitoring,mitigates,T1102.003,One-Way Communication,
2326,CA-7,Continuous Monitoring,mitigates,T1102,Web Service,
2327,SI-4,Information System Monitoring,mitigates,T1102.002,Bidirectional Communication,
2328,SI-4,Information System Monitoring,mitigates,T1102.001,Dead Drop Resolver,
2329,SI-4,Information System Monitoring,mitigates,T1102.003,One-Way Communication,
2330,SI-4,Information System Monitoring,mitigates,T1102,Web Service,
2331,CM-2,Baseline Configuration,mitigates,T1104,Multi-Stage Channels,
2332,CM-6,Configuration Settings,mitigates,T1104,Multi-Stage Channels,
2333,CM-7,Least Functionality,mitigates,T1104,Multi-Stage Channels,
2334,CA-7,Continuous Monitoring,mitigates,T1104,Multi-Stage Channels,
2335,AC-4,Information Flow Enforcement,mitigates,T1104,Multi-Stage Channels,
2336,SI-3,Malicious Code Protection,mitigates,T1104,Multi-Stage Channels,
2337,SI-4,Information System Monitoring,mitigates,T1104,Multi-Stage Channels,
2338,SC-7,Boundary Protection,mitigates,T1104,Multi-Stage Channels,
2339,CA-7,Continuous Monitoring,mitigates,T1105,Ingress Tool Transfer,
2340,AC-4,Information Flow Enforcement,mitigates,T1105,Ingress Tool Transfer,
2341,SI-3,Malicious Code Protection,mitigates,T1105,Ingress Tool Transfer,
2342,SI-4,Information System Monitoring,mitigates,T1105,Ingress Tool Transfer,
2343,SC-7,Boundary Protection,mitigates,T1105,Ingress Tool Transfer,
2344,CM-2,Baseline Configuration,mitigates,T1105,Ingress Tool Transfer,
2345,CM-6,Configuration Settings,mitigates,T1105,Ingress Tool Transfer,
2346,CM-7,Least Functionality,mitigates,T1105,Ingress Tool Transfer,
2347,CM-2,Baseline Configuration,mitigates,T1132,Data Encoding,
2348,CM-2,Baseline Configuration,mitigates,T1132.002,Non-Standard Encoding,
2349,CM-2,Baseline Configuration,mitigates,T1132.001,Standard Encoding,
2350,CM-6,Configuration Settings,mitigates,T1132,Data Encoding,
2351,CM-6,Configuration Settings,mitigates,T1132.002,Non-Standard Encoding,
2352,CM-6,Configuration Settings,mitigates,T1132.001,Standard Encoding,
2353,SC-7,Boundary Protection,mitigates,T1132,Data Encoding,
2354,SC-7,Boundary Protection,mitigates,T1132.002,Non-Standard Encoding,
2355,SC-7,Boundary Protection,mitigates,T1132.001,Standard Encoding,
2356,SI-3,Malicious Code Protection,mitigates,T1132,Data Encoding,
2357,SI-3,Malicious Code Protection,mitigates,T1132.002,Non-Standard Encoding,
2358,SI-3,Malicious Code Protection,mitigates,T1132.001,Standard Encoding,
2359,SI-4,Information System Monitoring,mitigates,T1132,Data Encoding,
2360,SI-4,Information System Monitoring,mitigates,T1132.002,Non-Standard Encoding,
2361,SI-4,Information System Monitoring,mitigates,T1132.001,Standard Encoding,
2362,AC-4,Information Flow Enforcement,mitigates,T1132,Data Encoding,
2363,AC-4,Information Flow Enforcement,mitigates,T1132.002,Non-Standard Encoding,
2364,AC-4,Information Flow Enforcement,mitigates,T1132.001,Standard Encoding,
2365,CA-7,Continuous Monitoring,mitigates,T1132,Data Encoding,
2366,CA-7,Continuous Monitoring,mitigates,T1132.002,Non-Standard Encoding,
2367,CA-7,Continuous Monitoring,mitigates,T1132.001,Standard Encoding,
2368,CM-7,Least Functionality,mitigates,T1204.001,Malicious Link,
2369,CM-7,Least Functionality,mitigates,T1204,User Execution,
2370,SI-2,Flaw Remediation,mitigates,T1204.001,Malicious Link,
2371,SI-2,Flaw Remediation,mitigates,T1204,User Execution,
2372,CM-2,Baseline Configuration,mitigates,T1219,Remote Access Software,
2373,CM-6,Configuration Settings,mitigates,T1219,Remote Access Software,
2374,CM-7,Least Functionality,mitigates,T1219,Remote Access Software,
2375,CA-7,Continuous Monitoring,mitigates,T1219,Remote Access Software,
2376,AC-4,Information Flow Enforcement,mitigates,T1219,Remote Access Software,
2377,AC-17,Remote Access,mitigates,T1219,Remote Access Software,
2378,SI-3,Malicious Code Protection,mitigates,T1219,Remote Access Software,
2379,SI-4,Information System Monitoring,mitigates,T1219,Remote Access Software,
2380,SC-7,Boundary Protection,mitigates,T1219,Remote Access Software,
2381,CM-7,Least Functionality,mitigates,T1221,Template Injection,
2382,CM-2,Baseline Configuration,mitigates,T1542.004,ROMMONkit,
2383,CM-2,Baseline Configuration,mitigates,T1542.005,TFTP Boot,
2384,CM-5,Access Restrictions For Change,mitigates,T1542.004,ROMMONkit,
2385,CM-6,Configuration Settings,mitigates,T1542.004,ROMMONkit,
2386,CM-7,Least Functionality,mitigates,T1542.004,ROMMONkit,
2387,CA-7,Continuous Monitoring,mitigates,T1542.004,ROMMONkit,
2388,CA-7,Continuous Monitoring,mitigates,T1542.005,TFTP Boot,
2389,SI-4,Information System Monitoring,mitigates,T1542.004,ROMMONkit,
2390,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1542.004,ROMMONkit,
2391,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1542.005,TFTP Boot,
2392,AC-3,Access Enforcement,mitigates,T1542.004,ROMMONkit,
2393,AC-6,Least Privilege,mitigates,T1542.004,ROMMONkit,
2394,CA-7,Continuous Monitoring,mitigates,T1557.002,ARP Cache Poisoning,
2395,CA-7,Continuous Monitoring,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,
2396,CA-7,Continuous Monitoring,mitigates,T1557,Man-in-the-Middle,
2397,AC-4,Information Flow Enforcement,mitigates,T1557.002,ARP Cache Poisoning,
2398,SI-3,Malicious Code Protection,mitigates,T1557.002,ARP Cache Poisoning,
2399,SI-3,Malicious Code Protection,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,
2400,SI-3,Malicious Code Protection,mitigates,T1557,Man-in-the-Middle,
2401,SI-4,Information System Monitoring,mitigates,T1557.002,ARP Cache Poisoning,
2402,SI-4,Information System Monitoring,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,
2403,SI-4,Information System Monitoring,mitigates,T1557,Man-in-the-Middle,
2404,SC-7,Boundary Protection,mitigates,T1557.002,ARP Cache Poisoning,
2405,SC-8,Transmission Confidentiality And Integrity,mitigates,T1557.002,ARP Cache Poisoning,
2406,SC-8,Transmission Confidentiality And Integrity,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,
2407,SC-8,Transmission Confidentiality And Integrity,mitigates,T1557,Man-in-the-Middle,
2408,SC-23,Session Authenticity,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,
2409,CM-2,Baseline Configuration,mitigates,T1557.002,ARP Cache Poisoning,
2410,CM-2,Baseline Configuration,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,
2411,CM-2,Baseline Configuration,mitigates,T1557,Man-in-the-Middle,
2412,CM-6,Configuration Settings,mitigates,T1557.002,ARP Cache Poisoning,
2413,CM-7,Least Functionality,mitigates,T1557.002,ARP Cache Poisoning,
2414,CA-7,Continuous Monitoring,mitigates,T1568.002,Domain Generation Algorithms,
2415,CA-7,Continuous Monitoring,mitigates,T1568,Dynamic Resolution,
2416,AC-4,Information Flow Enforcement,mitigates,T1568.002,Domain Generation Algorithms,
2417,AC-4,Information Flow Enforcement,mitigates,T1568,Dynamic Resolution,
2418,SI-3,Malicious Code Protection,mitigates,T1568.002,Domain Generation Algorithms,
2419,SI-3,Malicious Code Protection,mitigates,T1568,Dynamic Resolution,
2420,SI-4,Information System Monitoring,mitigates,T1568.002,Domain Generation Algorithms,
2421,SI-4,Information System Monitoring,mitigates,T1568,Dynamic Resolution,
2422,CA-7,Continuous Monitoring,mitigates,T1570,Lateral Tool Transfer,
2423,AC-4,Information Flow Enforcement,mitigates,T1570,Lateral Tool Transfer,
2424,SI-3,Malicious Code Protection,mitigates,T1570,Lateral Tool Transfer,
2425,SI-4,Information System Monitoring,mitigates,T1570,Lateral Tool Transfer,
2426,SC-7,Boundary Protection,mitigates,T1570,Lateral Tool Transfer,
2427,CM-2,Baseline Configuration,mitigates,T1570,Lateral Tool Transfer,
2428,CM-6,Configuration Settings,mitigates,T1570,Lateral Tool Transfer,
2429,CM-7,Least Functionality,mitigates,T1570,Lateral Tool Transfer,
2430,CM-2,Baseline Configuration,mitigates,T1571,Non-Standard Port,
2431,CA-7,Continuous Monitoring,mitigates,T1571,Non-Standard Port,
2432,SI-3,Malicious Code Protection,mitigates,T1571,Non-Standard Port,
2433,SI-4,Information System Monitoring,mitigates,T1571,Non-Standard Port,
2434,CM-2,Baseline Configuration,mitigates,T1572,Protocol Tunneling,
2435,CM-6,Configuration Settings,mitigates,T1572,Protocol Tunneling,
2436,CM-7,Least Functionality,mitigates,T1572,Protocol Tunneling,
2437,CA-7,Continuous Monitoring,mitigates,T1572,Protocol Tunneling,
2438,AC-4,Information Flow Enforcement,mitigates,T1572,Protocol Tunneling,
2439,SI-3,Malicious Code Protection,mitigates,T1572,Protocol Tunneling,
2440,SI-4,Information System Monitoring,mitigates,T1572,Protocol Tunneling,
2441,SC-7,Boundary Protection,mitigates,T1572,Protocol Tunneling,
